,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
our_accuracy,0.0,0.021377672209026127,0.008788598574821853,0.2173396674584323,0.41250989707046715,0.5936658749010293,0.6877276326207442,0.7457640538400634,0.776880443388757,0.7774346793349168,0.7749802058590657,0.7056215360253365,0.7904196357878068,0.8200316706254949,0.834916864608076,0.8368171021377672,0.8370546318289787,0.8416468725257323,0.8441805225653206,0.8385589865399842,0.8428345209817893,0.8436262866191607,0.8486935866983373,0.8486144101346002,0.8499604117181314,0.859144893111639,0.8521773555027712,0.8529691211401426,0.8569279493269992,0.8556611243072051,0.8527315914489311,0.850356294536817,0.854394299287411,0.8536025336500396,0.854394299287411,0.8542359461599367,0.8516231195566113,0.8640538400633413,0.8534441805225653,0.8634996041171813,0.8435471100554236,0.8556611243072051,0.8652414885193983,0.8624703087885985,0.8564528899445764,0.8631828978622328,0.8543151227236738,0.8558986539984165,0.8530482977038797,0.86270783847981,0.8595407759303246,0.8582739509105305,0.8607284243863816,0.8519398258115598,0.8676959619952495,0.8600158353127474,0.8617577197149644,0.8637371338083927,0.8568487727632621,0.860965954077593,0.8456057007125891,0.8576405384006334,0.8555027711797308,0.8539192399049881,0.8598574821852731,0.8516231195566113,0.8611243072050673,0.8549485352335708,0.8617577197149644,0.8614410134600158,0.8523357086302454,0.8600158353127474,0.8571654790182106,0.855581947743468,0.8574821852731591,0.8568487727632621,0.863341250989707,0.8595407759303246,0.8543151227236738,0.8610451306413301,0.8607284243863816,0.8638163103721298,0.8619160728424387,0.8537608867775138,0.8566904196357878,0.8558194774346793,0.8636579572446555,0.8680918448139351,0.8505938242280285,0.8630245447347585,0.8569279493269992,0.858590657165479,0.8664291369754553,0.86270783847981,0.8540775930324624,0.8632620744259699,0.8634204275534442,0.866825019794141,0.8560570071258907,0.8678543151227237,0.8623119556611243
our_tra_accuracy,0.0,0.019893391823305875,0.008212400214236528,0.23963885842536153,0.4864954474737943,0.7005789487107552,0.7802545333979444,0.8455966742329567,0.887245275319442,0.8874493101073733,0.8872707796679333,0.8086918819658752,0.895432171185187,0.9213955979494504,0.9347853809074447,0.9388150679690888,0.9395801984238312,0.9456502333647887,0.9434313550460354,0.9409574332423678,0.947563059501645,0.9422836593639216,0.948965798668673,0.9486342421382846,0.9510061465479864,0.9567956336555383,0.9533270422607054,0.9546022596852763,0.9569741640949782,0.9571016858374353,0.9529699813818256,0.9512356856844092,0.9547552857762248,0.9546787727307506,0.9567446249585554,0.9517967813512204,0.9545512509882935,0.9592440511107144,0.9565150858221326,0.9572292075798924,0.9468744420923767,0.9580453467316178,0.9608508250656737,0.9615649468234334,0.955316381443036,0.9571016858374353,0.9616159555204162,0.9589635032773087,0.9572802162768752,0.9564385727766584,0.9555714249279502,0.9590655206712745,0.9567446249585554,0.9563875640796756,0.9622535642327017,0.9590655206712745,0.9568466423525211,0.9626106251115816,0.9574842510648065,0.9595501032926114,0.949577903032467,0.9566426075645897,0.957943329337652,0.9575607641102808,0.9610293555051136,0.9541941901094136,0.9642173990665408,0.9582748858680405,0.9611568772475707,0.9586319467469203,0.9548828075186819,0.955622433624933,0.9576882858527379,0.9598561554745084,0.9573057206253667,0.9624831033691245,0.9616924685658905,0.9603407380958453,0.9586574510954118,0.9602132163533883,0.9594735902471372,0.9624320946721416,0.9592695554592058,0.9579178249891607,0.9573822336708409,0.955316381443036,0.9634522686117983,0.9638093294906782,0.9528934683363514,0.9617944859598562,0.9564385727766584,0.9572547119283837,0.9624320946721416,0.9591930424137315,0.9596776250350685,0.9621260424902446,0.9603917467928281,0.9591420337167487,0.9574587467163151,0.9609273381111479,0.9602132163533883
rewards,-23.65,65.3,83.9,107.85,104.35,108.6,91.8,60.9,37.95,-45.55,-21.5,-6.4,5.2,7.0,-2.25,1.25,3.5,-17.05,-37.55,-104.55,-139.45,-118.6,-175.55,-40.05,-242.95,-95.35,-140.2,-137.5,-158.5,-110.55,-70.2,-242.85,-323.4,-160.8,-107.5,-114.1,-278.1,-213.0,-233.4,-137.4,-178.35,-80.05,-341.7,-124.2,-103.6,-363.4,-277.75,-178.9,-180.85,-175.3,-348.0,-352.6,-93.3,-206.9,-174.15,-133.95,-303.15,-158.6,-137.25,-174.7,-378.95,-271.3,-248.8,-216.7,-238.7,-176.85,-348.3,-139.4,-278.05,-175.35,-180.05,-490.25,-285.3,-244.65,-179.05,-196.8,-175.95,-768.4,-394.45,-431.55,-241.85,-195.65,-134.7,-237.5,-198.75,-294.75,-205.4,-310.95,-204.6,-416.8,-261.2,-405.25,-205.5,-427.25,-195.75,-308.05,-255.8,-226.25,-215.7,-385.05,
greedy_reward,13.4,62.45,81.65,89.4,92.7,92.85,89.65,77.75,45.15,-42.45,-62.5,-13.5,5.95,13.8,16.95,17.15,13.7,2.0,-30.75,-118.3,-87.85,-38.85,-19.6,-11.6,-8.45,-8.15,-11.65,-23.5,-56.15,-143.75,-107.3,-58.15,-38.9,-30.95,-27.8,-27.55,-31.2,-42.8,-75.65,-163.25,-124.35,-75.4,-56.1,-48.25,-45.1,-45.0,-48.35,-60.05,-92.65,-180.35,-140.7,-91.45,-72.3,-64.4,-61.5,-61.1,-64.6,-76.3,-109.0,-196.7,-156.35,-107.25,-87.9,-80.15,-77.05,-76.85,-80.25,-92.0,-124.75,-212.35,-171.75,-122.65,-103.3,-95.5,-92.3,-92.15,-95.65,-107.25,-140.05,-227.5,-186.85,-137.8,-118.5,-110.6,-107.45,-107.25,-110.7,-122.35,-155.2,-242.7,-201.9,-152.7,-133.4,-125.55,-122.4,-122.2,-125.6,-137.35,-170.2,-257.7,
avg_reward,-180.52649999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avg_greedy_reward,-75.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
